,,,0
Специалист по разработке ПО/ЦФТ разработчик,employment_uniques,Полная занятость,1
Специалист по разработке ПО/ЦФТ разработчик,schedule_uniques,Полный день,1
Стажер (Инженер-программист АСУ ТП),experience_uniques,Нет опыта,1
Стажер (Инженер-программист АСУ ТП),employment_uniques,Стажировка,1
Стажер (Инженер-программист АСУ ТП),schedule_uniques,Гибкий график,1
Стажер - программист (VBA),salary_from_uniques,0.0,1
Стажер - программист (VBA),salary_to_uniques,30000.0,1
Стажер - программист (VBA),experience_uniques,Нет опыта,1
Стажер - программист (VBA),employment_uniques,Стажировка,1
Стажер - программист (VBA),schedule_uniques,Гибкий график,1
Стажер - программист С++,experience_uniques,Нет опыта,1
Стажер - программист С++,employment_uniques,Частичная занятость,1
Стажер - программист С++,schedule_uniques,Полный день,1
Стажер-программист,experience_uniques,Нет опыта,1
Стажер-программист,employment_uniques,Полная занятость,1
Стажер-программист,schedule_uniques,Полный день,1
"Стажер-программист (Java, PHP, C#)",experience_uniques,Нет опыта,1
"Стажер-программист (Java, PHP, C#)",employment_uniques,Стажировка,1
"Стажер-программист (Java, PHP, C#)",schedule_uniques,Полный день,1
Стажер-программист 1С,salary_from_uniques,25000.0,2
Стажер-программист 1С,salary_from_uniques,30000.0,1
Стажер-программист 1С,salary_from_uniques,20000.0,1
Стажер-программист 1С,salary_to_uniques,100000.0,2
Стажер-программист 1С,salary_to_uniques,80000.0,1
Стажер-программист 1С,salary_to_uniques,70000.0,1
Стажер-программист 1С,experience_uniques,Нет опыта,3
Стажер-программист 1С,experience_uniques,От 1 года до 3 лет,1
Стажер-программист 1С,employment_uniques,Полная занятость,4
Стажер-программист 1С,schedule_uniques,Полный день,4
Стажер-программист 1С,key_skills_uniques,Консультирование,1
Стажер-программист 1С,key_skills_uniques,Обновление конфигурации 1С,1
Стажер-программист 1С,key_skills_uniques,1С: Бухгалтерия,1
Стажер-программист 1С,key_skills_uniques,1С программирование,1
Стажер-программист 1С,key_skills_uniques,1С: Документооборот,1
Стажер-разработчик C# (Junior),salary_from_uniques,50000.0,1
Стажер-разработчик C# (Junior),salary_to_uniques,70000.0,1
Стажер-разработчик C# (Junior),experience_uniques,Нет опыта,1
Стажер-разработчик C# (Junior),employment_uniques,Стажировка,1
Стажер-разработчик C# (Junior),schedule_uniques,Полный день,1
Стажер-разработчик C# (Junior),key_skills_uniques,ООП,1
Стажер-разработчик C# (Junior),key_skills_uniques,MS Visual Studio,1
Стажер-разработчик C# (Junior),key_skills_uniques,.NET Framework,1
Стажер-разработчик C# (Junior),key_skills_uniques,Windows Forms,1
Стажер-разработчик C# (Junior),key_skills_uniques,Базы данных,1
Стажер-разработчик C# (Junior),key_skills_uniques,C#,1
Стажер-разработчик C# (Junior),key_skills_uniques,MS SQL Server,1
Стажер-разработчик C# (Junior),key_skills_uniques,SQL,1
Стажер-разработчик C# (Junior),key_skills_uniques,Cистемы управления базами данных,1
Старший инженер-программист (T-SQL),experience_uniques,От 1 года до 3 лет,1
Старший инженер-программист (T-SQL),employment_uniques,Полная занятость,1
Старший инженер-программист (T-SQL),schedule_uniques,Полный день,1
Старший инженер-программист (T-SQL),key_skills_uniques,Transact-SQL,1
Старший инженер-программист (T-SQL),key_skills_uniques,MS SQL Server,1
Старший инженер-программист (T-SQL),key_skills_uniques,Borland Delphi,1
Старший инженер-программист (T-SQL),key_skills_uniques,SQL,1
Старший инженер-программист (T-SQL),key_skills_uniques,MS SQL,1
Старший инженер-программист (T-SQL),key_skills_uniques,Delphi,1
